Timestamp,Shaft_RPM,Engine_Load,Fuel_Flow,Air_Pressure,Ambient_Temp,Oil_Temp,Oil_Pressure,Vibration_X,Vibration_Y,Vibration_Z,Fault_Label,Cylinder1_Pressure,Cylinder1_Exhaust_Temp,Cylinder2_Pressure,Cylinder2_Exhaust_Temp,Cylinder3_Pressure,Cylinder3_Exhaust_Temp,Cylinder4_Pressure,Cylinder4_Exhaust_Temp
2024-01-01 00:00:00,965.4140726802143,72.39730688423849,114.66510716458056,1.0258964786871119,27.055403575337504,73.0004743153533,3.407502745599235,0.0872482865867765,0.07630517308272441,0.06998821491747456,0,157.71010387897897,418.76107903505635,139.33569405219816,449.42810911710086,151.14047185732903,400.14283882679365,138.19430254740075,469.78824107131317
2024-01-01 00:00:01,996.8880520879255,90.81871276917545,156.42526177639803,1.2582911482514287,26.68690231504978,77.03920806638436,2.935202996352003,0.03580151869226923,0.0666765948475425,0.07777366453986834,0,163.30103590990637,416.91232690404377,151.74264303132375,383.04200038484964,147.3268225010862,400.55780851195397,131.10432307531437,430.20687303491377
2024-01-01 00:00:02,948.4246746121971,76.35825740705137,126.18865622821838,1.1842335803341393,25.482428284441166,79.07691206270947,3.9428252375520554,0.10240235072551977,0.04715806169099628,0.04610372271349787,0,148.86886574837717,455.70788241057494,155.4419644762437,374.09910337853944,131.47131279897016,455.5223061688783,143.89584259034743,417.4534329813856
2024-01-01 00:00:03,982.3709681838372,63.822324303927665,107.84040199030737,1.150488465052859,24.372996863244637,78.02889498856858,3.893301889101078,0.06517609803354912,0.06761724559670267,0.04162223459702134,0,142.8613691309564,464.9908378551829,137.51428013143277,407.0034803138456,154.42639679917085,423.2376758645118,145.14982973031815,383.834081441394
2024-01-01 00:00:04,973.1663741567718,69.48305629012397,113.63706909093261,1.1749177698187874,30.678316578885443,78.35381830192537,3.518891033315203,0.04729680363578897,0.085648892435047,0.09325246086813854,0,138.08057464148382,407.99239816941224,144.79520139761556,482.42496244047663,152.43806540105473,427.2692949557768,162.07766141460255,450.5019851933454
2024-01-01 00:00:05,1014.1562029816131,80.04053345162312,120.4408506730021,1.077835126945847,27.2476537341859,76.72826939793717,3.42148727101478,0.05244672144925529,0.06569758545070647,0.04856267779103891,0,136.05142958743113,376.43473582642315,137.3723002346346,393.4520480554121,150.0117694533975,441.145698599768,149.20867794892928,408.7655800918414
2024-01-01 00:00:06,978.1972685510067,54.85309446613869,145.32144867580774,1.2952553346176567,25.760485129375752,89.6342025856168,1.3944964632128234,0.02150936580371798,0.06645085714536159,0.06787279564187504,5,151.7607624298411,419.7836813945783,154.95450583720128,440.9145697505134,126.69820975374792,449.0431678419872,160.90201812615197,426.8931232980381
2024-01-01 00:00:07,910.075863577894,63.41623912767058,117.78424442780579,1.4297479238119386,28.017706108442102,84.41216020910187,3.5054673334269393,0.030714764989900566,0.055455293177426236,0.04752685598442527,0,129.83615597992656,428.16107437298217,152.03095332391322,446.5681382403307,158.87590292634667,464.92776680222346,130.15472296761996,407.4639533030601
2024-01-01 00:00:08,897.6519826054214,75.44064592944525,147.2587150244615,1.2832849552423793,27.98559980500148,78.63480520039181,3.7825193518382716,0.04570219207347986,0.03805618261694464,0.03894896005964575,0,144.41192118394716,410.9239248759512,159.16455869456746,433.45161981560574,139.17128761862244,474.99073509335574,136.71813115178688,447.69798409716066
2024-01-01 00:00:09,947.002527568517,69.89416259540639,125.91046753571543,1.056106403226892,26.034135830416375,72.84738335150033,1.8916192879051381,0.03271808693232546,0.053573788129209765,0.5053664298534103,7,133.8818087548918,407.03600070724883,159.38395567349932,506.77099858692554,150.81170971565314,412.90387897166255,149.0850546125301,423.90046974969067
